Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,LotFrontage_nan,MasVnrArea_nan,GarageYrBlt_nan
833,60,3,44.0,9548,1,2,1,1,1,4,0,16,4,4,4,6,7,6,2003,2003,1,2,11,12,2,223.0,2,3,5,3,3,1,6,483,5,0,458,941,5,4,1,5,941,888,0,1829,1,0,2,1,3,1,2,7,6,1,3,5,2003.0,2,2,613,3,5,2,192,39,0,0,0,0,0,4,3,0,1,2010,4,4,237000,0,0,0
834,20,3,100.0,10004,1,2,0,1,1,0,0,10,4,4,4,5,6,6,1964,1964,1,2,8,10,2,180.0,1,3,2,2,3,1,1,196,1,345,975,1516,5,2,1,5,1516,0,0,1516,0,0,1,1,3,1,1,6,6,0,1,5,1964.0,2,2,472,3,5,2,0,0,0,0,152,0,0,4,3,0,2,2009,4,4,167000,0,0,0
835,20,3,75.0,7875,1,2,0,1,1,0,0,10,4,4,4,5,5,6,1961,1961,1,2,11,12,2,136.0,1,3,2,2,3,1,1,572,5,0,572,1144,5,3,1,5,1144,0,0,1144,1,0,1,0,3,1,1,6,6,0,1,5,1961.0,1,2,456,3,5,2,0,0,0,0,0,0,0,1,3,0,9,2008,4,4,139950,0,0,0
836,20,3,60.0,9600,1,2,0,1,1,0,0,6,4,4,4,5,4,7,1950,1995,1,2,11,9,1,0.0,1,3,2,3,3,1,2,442,5,0,625,1067,5,2,1,5,1067,0,0,1067,0,0,2,0,2,1,2,4,2,0,1,5,1996.0,1,2,436,3,5,2,290,0,0,0,0,0,0,4,3,0,2,2010,4,4,128000,0,0,0
837,30,1,90.0,8100,1,1,0,1,1,0,0,5,4,4,4,5,5,6,1948,1973,1,2,11,12,1,0.0,1,3,1,2,3,1,1,338,5,0,1221,1559,5,3,1,5,1559,0,0,1559,1,0,1,0,2,1,1,5,2,0,1,2,1948.0,1,2,812,3,5,2,0,116,230,0,0,0,0,1,3,0,6,2007,3,4,153500,0,0,0
838,160,1,21.0,1680,1,2,0,1,1,0,0,2,4,4,2,6,6,5,1973,1973,1,2,8,9,2,158.0,1,3,2,2,3,1,2,330,5,0,153,483,5,2,1,5,483,504,0,987,1,0,1,1,2,1,1,5,6,0,1,2,1973.0,1,1,264,3,5,2,0,0,0,0,0,0,0,4,3,0,11,2008,4,4,100000,0,0,0
839,20,3,75.0,9525,1,2,0,1,1,0,0,16,4,4,4,5,5,6,1995,2006,1,2,11,12,1,0.0,1,3,5,3,3,1,5,0,5,0,1099,1099,5,4,1,5,1099,0,0,1099,0,0,1,1,3,1,2,6,6,0,1,5,1999.0,1,1,352,3,5,2,278,0,0,0,0,0,0,4,3,0,6,2008,4,4,144000,0,0,0
840,50,3,70.0,11767,1,2,0,1,1,0,0,4,4,4,4,2,5,6,1946,1995,1,2,4,5,1,0.0,1,3,2,2,3,1,2,352,5,0,416,768,5,4,1,5,768,432,0,1200,0,0,1,0,3,1,1,6,6,0,1,2,1946.0,1,1,240,3,5,2,0,0,0,0,0,0,0,4,3,0,5,2008,4,4,130500,0,0,0
841,70,2,69.0,12155,1,2,1,1,1,0,0,8,4,4,4,6,6,8,1925,1950,1,2,5,4,1,0.0,1,3,1,2,3,1,2,156,5,0,516,672,5,2,0,5,810,672,0,1482,0,0,2,0,4,1,0,7,6,0,1,2,1934.0,1,1,400,3,5,1,0,0,254,0,0,0,0,4,3,0,3,2008,4,4,140000,1,0,0
842,70,1,60.0,10440,1,0,0,1,1,0,0,5,4,4,4,6,5,8,1904,2002,1,2,4,5,1,0.0,1,3,5,2,3,1,5,0,5,0,650,650,5,3,1,5,958,581,0,1539,0,0,2,0,3,1,2,8,6,1,0,2,1983.0,1,2,686,4,5,1,70,78,68,0,0,0,0,4,3,0,6,2008,4,4,157500,0,0,0
843,80,3,82.0,9020,1,2,0,1,1,0,0,10,4,4,4,4,6,7,1966,1966,1,2,8,9,2,183.0,1,3,2,2,3,4,1,312,6,539,276,1127,5,2,1,5,1165,0,0,1165,1,0,1,1,3,1,1,6,6,0,1,5,1966.0,2,2,490,4,4,2,0,129,0,0,0,0,0,3,3,0,5,2008,4,4,174900,0,0,0
844,90,3,80.0,8000,1,2,0,1,1,2,0,10,0,4,1,5,5,4,1961,1961,1,2,10,11,1,0.0,1,3,2,2,3,1,5,0,5,0,1800,1800,5,4,0,5,1800,0,0,1800,0,0,2,0,6,2,1,10,6,0,1,0,1980.0,0,0,0,1,0,2,0,0,0,0,0,0,0,4,3,0,7,2007,4,4,141000,0,0,1
845,50,1,100.0,12665,1,0,1,1,1,0,0,5,0,4,4,2,5,8,1915,1950,1,2,5,4,1,0.0,1,3,1,2,3,2,5,0,5,0,876,876,5,3,1,5,876,540,0,1416,0,0,1,1,4,1,1,7,6,1,4,2,1949.0,1,3,720,3,5,2,418,0,194,0,0,0,0,4,3,0,6,2008,4,4,153900,0,0,0
846,85,3,69.0,16647,1,2,1,1,1,4,0,6,1,4,4,1,5,5,1975,1981,1,2,8,9,1,0.0,1,3,2,3,3,4,4,1390,5,0,0,1390,5,2,1,5,1701,0,0,1701,1,0,2,0,3,1,1,6,2,2,3,4,1975.0,3,2,611,3,5,2,0,0,0,0,0,0,0,4,3,0,1,2007,4,4,171000,1,0,0
847,60,3,75.0,9317,1,2,0,1,1,0,0,12,4,4,4,6,7,5,1993,1993,1,2,8,9,2,137.0,2,3,5,3,3,1,4,513,5,0,227,740,5,4,1,5,1006,769,0,1775,1,0,2,1,3,1,2,7,6,1,3,5,1993.0,1,2,425,3,5,2,234,72,192,0,0,0,0,4,3,0,7,2009,4,4,213000,0,0,0
848,20,3,36.0,15523,1,2,1,1,1,4,0,16,4,4,4,5,5,6,1972,1972,1,2,8,10,1,0.0,1,3,2,2,3,3,2,460,5,0,404,864,5,4,1,5,864,0,0,864,1,0,1,0,3,1,1,5,6,1,2,5,1972.0,1,1,338,3,5,2,0,0,0,0,0,0,0,4,3,0,8,2009,4,4,133500,0,0,0
849,50,3,75.0,45600,1,2,3,0,1,0,0,18,4,4,4,2,6,8,1908,1997,1,2,5,4,1,0.0,1,3,1,2,3,1,5,0,5,0,907,907,5,2,1,5,1307,1051,0,2358,0,0,3,0,5,1,1,10,6,1,4,2,1908.0,1,2,360,2,5,2,486,40,0,0,175,0,0,4,3,0,9,2008,4,4,240000,0,0,0
850,80,3,80.0,9600,1,2,0,1,1,1,0,20,2,4,4,4,6,7,1976,1994,4,2,9,10,2,360.0,2,2,2,2,3,1,5,0,5,0,528,528,5,4,1,5,1094,761,0,1855,0,0,2,1,3,1,1,7,6,1,3,5,1976.0,2,2,512,3,5,2,113,100,0,0,0,0,0,4,3,0,8,2007,4,4,187000,0,0,0
851,120,1,36.0,4435,1,2,0,1,1,0,0,16,4,4,3,5,6,5,2003,2003,1,2,11,12,2,170.0,2,3,5,3,3,3,6,659,5,0,189,848,5,4,1,5,848,0,0,848,1,0,1,0,1,1,2,3,6,0,1,5,2003.0,3,2,420,3,5,2,140,0,0,0,0,0,0,4,3,0,11,2007,4,4,131500,0,0,0
852,120,3,69.0,3196,1,2,0,1,1,0,0,15,4,4,3,5,8,5,2003,2003,1,2,11,12,2,40.0,2,3,5,3,3,4,5,0,5,0,1273,1273,5,4,1,5,1456,0,0,1456,0,0,2,0,2,1,2,7,6,1,3,5,2003.0,3,2,400,3,5,2,143,20,0,0,0,0,0,4,3,0,5,2006,4,4,215000,1,0,0
853,75,3,53.0,7128,1,2,0,1,1,0,0,17,4,4,4,3,7,5,1941,1950,1,2,4,5,1,0.0,1,2,2,2,3,1,1,364,5,0,554,918,5,3,1,5,918,728,0,1646,0,0,2,0,4,1,1,7,6,2,4,2,1941.0,1,1,240,3,5,2,0,0,0,0,126,0,0,2,3,0,8,2007,4,4,164000,0,0,0
854,80,3,69.0,12095,1,2,1,1,1,2,0,10,4,4,4,4,6,6,1964,1964,1,2,4,9,2,115.0,1,2,2,2,3,4,1,564,5,0,563,1127,5,2,1,5,1445,0,0,1445,0,0,1,1,3,1,1,7,6,1,2,5,1964.0,2,2,645,3,5,2,180,0,0,0,0,0,0,2,3,0,8,2009,4,4,158000,1,0,0
855,20,3,102.0,17920,1,2,0,1,1,0,0,6,4,4,4,5,5,4,1955,1974,4,2,5,10,1,0.0,1,3,2,2,3,2,4,306,3,1085,372,1763,5,2,1,5,1779,0,0,1779,1,0,1,1,3,1,1,6,6,1,4,5,1955.0,1,2,454,3,5,2,0,418,0,0,312,0,0,4,3,0,7,2006,4,1,170000,0,0,0
856,20,3,69.0,6897,1,2,1,1,1,2,0,6,4,4,4,5,5,8,1962,2010,1,2,8,9,1,0.0,1,2,2,2,3,1,4,659,5,0,381,1040,5,4,1,5,1040,0,0,1040,1,0,1,1,3,1,1,6,6,0,1,2,1962.0,1,1,260,3,5,2,0,104,0,0,0,0,0,4,3,0,4,2010,4,4,127000,1,0,0
857,80,3,69.0,10970,1,2,1,2,1,0,1,16,4,4,4,4,6,6,1978,1978,1,2,9,9,1,0.0,1,3,2,3,4,4,6,505,2,435,0,940,5,2,1,5,1026,0,0,1026,1,0,1,0,3,1,1,5,6,0,1,2,1981.0,1,2,576,3,2,2,0,0,34,0,0,0,0,2,3,0,10,2008,4,4,147000,1,0,0
858,60,3,65.0,8125,1,2,0,1,1,0,0,14,4,4,4,6,6,5,1994,1995,1,2,8,9,1,0.0,1,3,5,3,3,1,5,0,5,0,702,702,5,3,1,5,702,779,0,1481,0,0,2,1,3,1,1,6,6,1,3,5,1994.0,3,2,343,3,5,2,0,36,0,0,0,0,0,4,3,0,3,2009,4,4,174000,0,0,0
859,20,3,80.0,10400,1,2,0,1,1,0,0,13,4,4,4,5,7,5,1976,1976,1,2,8,9,2,189.0,1,3,2,3,3,1,5,0,5,0,1090,1090,5,2,1,5,1370,0,0,1370,0,0,2,0,3,1,1,6,6,1,3,5,1976.0,2,2,479,3,5,2,0,0,0,0,0,0,0,2,3,0,6,2009,4,2,152000,0,0,0
860,60,3,69.0,11029,1,2,1,1,1,2,0,13,8,4,4,6,6,7,1968,1984,1,2,8,9,2,220.0,1,3,2,2,3,2,2,619,5,0,435,1054,5,2,1,5,1512,1142,0,2654,1,0,2,1,4,1,2,9,6,1,4,5,1968.0,1,2,619,3,5,2,0,65,0,0,222,0,0,4,3,0,8,2006,4,4,250000,1,0,0
861,50,3,55.0,7642,1,2,0,1,1,2,0,17,4,4,4,2,7,8,1918,1998,1,2,5,4,1,0.0,2,3,1,2,3,1,5,0,5,0,912,912,5,3,1,5,912,514,0,1426,0,0,1,1,3,1,2,7,6,1,4,2,1925.0,1,1,216,3,5,2,0,240,0,0,0,0,0,3,3,0,6,2007,4,4,189950,0,0,0
862,190,3,75.0,11625,1,2,0,1,1,0,0,6,4,4,0,5,5,4,1965,1965,4,2,9,9,1,0.0,1,3,5,2,3,2,2,841,5,0,198,1039,5,4,1,5,1039,0,0,1039,1,0,1,1,3,1,1,6,6,0,1,5,1965.0,1,2,504,3,5,2,0,0,0,0,0,0,0,4,3,0,4,2010,4,4,131500,0,0,0
863,20,3,81.0,9672,1,2,0,1,1,2,0,12,4,4,4,5,6,5,1984,1985,4,2,8,10,1,0.0,1,3,5,3,3,1,6,338,5,0,702,1040,5,2,1,5,1097,0,0,1097,0,0,2,0,3,1,1,6,6,0,1,5,1986.0,1,2,480,3,5,2,0,0,0,0,0,0,0,3,3,0,5,2010,4,4,152000,0,0,0
864,20,3,70.0,7931,1,2,0,1,1,0,0,10,4,4,4,5,5,5,1959,1959,4,2,10,10,1,0.0,1,3,2,2,3,1,2,1148,5,0,0,1148,5,2,1,5,1148,0,0,1148,1,0,1,0,3,1,1,6,6,0,1,5,1959.0,1,1,672,3,5,2,0,0,0,0,0,0,0,3,3,0,7,2009,4,4,132500,0,0,0
865,20,4,72.0,8640,1,2,0,1,1,0,0,19,4,4,4,5,7,5,2007,2008,1,2,11,12,1,0.0,2,3,5,4,3,1,5,0,5,0,1372,1372,5,4,1,5,1372,0,0,1372,0,0,2,0,3,1,2,6,6,0,1,5,2008.0,3,2,529,3,5,2,0,140,0,0,0,0,0,4,3,0,5,2008,8,5,250580,0,0,0
866,20,3,69.0,8750,1,2,1,1,1,0,0,10,4,4,4,5,5,6,1970,1970,1,2,4,5,2,76.0,1,3,2,2,3,1,2,828,5,0,174,1002,5,2,1,5,1002,0,0,1002,1,0,1,0,3,1,1,5,6,0,1,2,1973.0,1,2,902,3,5,2,0,0,0,0,0,0,0,2,3,0,8,2009,4,4,148500,1,0,0
867,20,3,67.0,10656,1,2,1,3,1,0,0,21,4,4,4,5,8,5,2006,2007,1,2,11,12,4,274.0,2,3,5,3,3,3,5,0,5,0,1638,1638,5,4,1,5,1646,0,0,1646,0,0,2,0,3,1,2,6,6,1,4,5,2007.0,2,3,870,3,5,2,192,80,0,0,0,0,0,4,3,0,11,2007,8,5,248900,0,0,0
868,20,3,85.0,6970,1,2,0,1,1,2,0,6,2,4,4,5,4,5,1961,1961,1,2,11,12,1,0.0,1,3,2,2,3,1,4,932,5,0,108,1040,5,2,1,5,1120,0,0,1120,1,0,1,1,3,1,0,5,6,0,1,5,1961.0,2,2,544,3,5,2,168,0,0,0,0,0,0,4,1,400,5,2007,4,4,129000,0,0,0
869,60,3,69.0,14762,1,2,3,1,1,2,0,14,2,4,4,6,5,6,1948,1950,1,2,9,10,1,0.0,1,3,0,0,1,0,0,0,0,0,0,0,5,3,1,5,1547,720,53,2320,0,0,2,0,2,1,1,7,6,1,3,5,1979.0,1,2,672,3,5,1,120,144,0,0,0,0,0,4,3,0,5,2006,4,4,169000,1,0,0
870,60,3,80.0,9938,1,2,0,1,1,0,0,12,4,4,4,6,7,5,1993,1994,1,2,4,5,2,246.0,2,3,5,3,3,1,6,750,5,0,300,1050,5,4,1,5,1062,887,0,1949,1,0,2,1,3,1,2,8,6,1,3,5,1993.0,3,2,574,3,5,2,156,90,0,0,0,0,0,3,3,0,6,2010,4,4,236000,0,0,0
871,20,3,60.0,6600,1,2,0,1,1,0,0,10,7,4,4,5,5,5,1962,1962,4,2,4,5,1,0.0,1,3,2,2,3,1,5,0,5,0,894,894,5,3,0,5,894,0,0,894,0,0,1,0,2,1,1,5,6,0,1,2,1962.0,1,1,308,3,5,2,0,0,0,0,0,0,0,4,3,0,8,2009,4,4,109500,0,0,0
872,60,3,70.0,8750,1,2,0,1,1,0,0,16,4,4,4,6,6,5,1998,1998,1,2,11,12,2,116.0,1,3,5,3,3,1,6,505,5,0,299,804,5,4,1,5,804,878,0,1682,0,0,2,1,3,1,2,7,6,0,1,5,1998.0,2,2,523,3,5,2,0,77,0,0,0,0,0,4,3,0,6,2010,4,4,200500,0,0,0
873,20,3,74.0,8892,1,2,0,1,1,2,0,10,4,4,4,5,5,7,1953,1996,1,2,6,8,1,0.0,2,3,3,2,3,3,5,0,5,0,105,105,5,3,1,5,910,0,0,910,0,0,1,0,3,1,2,5,6,0,1,5,1953.0,1,2,414,3,5,2,196,0,150,0,0,0,0,1,3,0,10,2008,4,4,116000,0,0,0
874,40,3,60.0,12144,1,2,0,1,1,0,0,10,4,4,4,5,5,7,1949,1950,1,2,8,9,1,0.0,2,3,2,2,3,1,1,375,5,0,457,832,5,3,1,5,1036,0,232,1268,0,0,1,0,3,1,1,6,6,1,4,5,1949.0,1,1,288,3,5,2,0,28,0,0,0,0,0,4,0,0,9,2009,4,4,133000,0,0,0
875,50,1,52.0,5720,1,2,0,1,1,0,0,5,0,4,4,2,5,6,1941,1950,1,2,5,4,1,0.0,1,3,2,2,3,1,5,0,5,0,676,676,5,4,1,5,676,455,0,1131,0,0,1,1,3,1,1,5,6,0,1,2,1941.0,1,1,200,3,5,2,26,0,0,0,0,0,0,4,3,0,8,2009,4,1,66500,0,0,0
876,60,4,75.0,9000,1,2,0,1,1,0,0,19,4,4,4,6,8,5,2007,2007,1,2,12,13,1,0.0,2,3,5,3,3,3,6,64,5,0,1120,1184,5,4,1,5,1184,1426,0,2610,0,0,2,1,4,1,3,11,6,1,4,6,2007.0,3,2,550,3,5,2,208,364,0,0,0,0,0,4,3,0,8,2007,8,5,303477,0,0,0
877,20,3,94.0,25286,1,2,0,3,1,0,1,11,4,4,4,5,4,5,1963,1963,1,2,8,10,1,0.0,1,3,5,2,3,4,4,633,5,0,431,1064,5,3,1,5,1040,0,0,1040,1,0,1,0,3,1,1,5,6,0,1,5,1963.0,1,2,648,3,5,2,0,0,0,0,0,0,0,4,3,0,1,2007,4,4,132250,0,0,0
878,60,3,74.0,8834,1,2,0,1,1,0,0,23,4,4,4,6,9,5,2004,2005,4,2,11,12,4,216.0,2,3,5,4,3,1,6,1170,5,0,292,1462,5,4,1,5,1462,762,0,2224,1,0,2,1,4,1,3,10,6,1,4,5,2004.0,3,3,738,3,5,2,184,0,0,0,0,0,0,4,3,0,6,2009,4,4,350000,0,0,0
879,85,3,88.0,11782,1,2,1,1,1,0,0,6,4,4,4,1,5,7,1961,1995,1,2,8,9,1,0.0,1,3,2,2,3,3,4,899,5,0,210,1109,5,2,1,5,1155,0,0,1155,1,0,1,0,3,1,2,6,2,0,1,2,1987.0,1,2,576,3,5,2,192,0,0,0,0,0,0,2,1,400,6,2010,4,4,148000,0,0,0
880,20,3,69.0,7000,1,2,1,1,1,4,0,16,4,4,4,5,5,8,1978,2005,1,2,11,12,2,90.0,2,2,2,2,3,1,4,646,5,0,218,864,5,4,1,5,864,0,0,864,1,0,1,0,3,1,1,6,6,0,1,5,1978.0,1,1,336,3,5,2,0,0,0,0,0,0,0,1,3,0,7,2009,4,4,136500,1,0,0
881,20,3,60.0,7024,1,2,0,1,1,0,0,4,4,4,4,5,5,5,2005,2006,1,2,11,12,1,0.0,1,3,5,4,4,1,4,980,5,0,110,1090,5,3,1,5,1090,0,0,1090,1,0,1,1,2,1,1,5,6,0,1,5,2005.0,3,2,450,3,5,2,0,49,0,0,0,0,0,4,3,0,6,2007,4,4,157000,0,0,0
882,50,3,44.0,13758,1,2,1,1,1,4,0,21,4,4,4,2,7,5,1990,1991,1,2,8,9,2,117.0,2,2,2,3,3,2,3,902,5,0,254,1156,5,4,1,5,1187,530,0,1717,0,0,2,1,3,1,2,7,6,1,3,5,1990.0,2,2,400,3,5,2,168,36,0,0,0,0,0,4,3,0,4,2007,4,4,187500,0,0,0
883,60,3,69.0,9636,1,2,1,1,1,2,0,14,4,4,4,6,6,5,1992,1993,1,2,11,12,1,0.0,1,3,5,3,3,1,5,0,5,0,808,808,5,3,1,5,808,785,0,1593,0,0,2,1,3,1,1,7,6,1,3,6,1993.0,2,2,389,3,5,2,342,40,0,0,0,0,0,2,3,0,12,2009,4,4,178000,1,0,0
884,75,3,60.0,6204,1,2,0,0,1,0,0,8,4,4,4,7,4,5,1912,1950,1,2,5,4,1,0.0,2,3,5,2,2,1,5,0,5,0,795,795,5,2,0,5,954,795,481,2230,1,0,1,0,5,1,1,10,6,0,1,2,1997.0,1,1,440,3,4,2,0,188,0,0,0,0,0,4,3,0,3,2006,4,4,118500,0,0,0
885,20,3,65.0,7150,1,2,0,1,1,0,0,10,4,4,4,5,5,5,1967,1967,1,2,8,9,2,60.0,1,3,2,2,3,1,2,432,5,0,460,892,5,2,1,5,892,0,0,892,0,0,1,0,3,1,1,5,6,0,1,5,1967.0,2,1,288,3,5,2,0,0,0,0,0,0,0,1,3,0,7,2009,4,4,100000,0,0,0
886,120,4,50.0,5119,1,2,1,1,1,4,0,19,4,4,3,5,9,5,1999,2000,1,2,4,5,2,60.0,2,3,5,4,3,3,6,1238,5,0,460,1698,5,4,1,5,1709,0,0,1709,1,0,2,0,2,1,2,5,6,1,3,5,1999.0,3,2,506,3,5,2,97,65,0,0,0,0,0,4,3,0,1,2008,6,1,328900,0,0,0
887,90,3,70.0,8393,1,2,0,1,1,2,0,10,4,4,1,5,5,5,1959,2005,1,2,4,5,2,122.0,1,3,2,2,3,1,3,528,5,0,1098,1626,5,4,1,5,1712,0,0,1712,0,0,2,0,4,2,1,8,6,0,1,5,2005.0,3,2,588,3,5,2,272,54,0,0,0,0,0,4,3,0,6,2006,4,2,145000,0,0,0
888,50,3,59.0,16466,1,2,1,1,1,0,0,4,4,4,4,2,5,7,1955,1955,1,2,4,5,1,0.0,1,2,5,2,3,1,5,0,5,0,816,816,5,2,1,5,872,521,0,1393,0,0,1,1,3,1,1,8,6,0,1,5,1955.0,1,1,300,3,5,2,121,0,0,0,265,0,0,4,3,0,4,2008,4,4,135500,0,0,0
889,20,3,95.0,15865,1,2,1,1,1,0,1,10,4,4,4,5,8,6,1970,1970,3,4,5,4,1,0.0,2,2,5,2,4,4,4,351,3,823,1043,2217,5,4,1,5,2217,0,0,2217,1,0,2,0,4,1,2,8,6,1,3,5,1970.0,1,2,621,3,5,2,81,207,0,0,224,0,0,4,3,0,10,2007,4,4,268000,0,0,0
890,20,3,128.0,12160,1,2,0,1,1,0,0,10,2,4,4,5,6,4,1953,1953,4,2,5,4,2,90.0,1,3,2,2,3,1,2,1024,5,0,481,1505,5,4,1,5,1505,0,0,1505,1,0,1,0,2,1,1,6,6,1,3,5,1953.0,2,2,505,3,5,2,0,0,0,162,0,0,0,4,3,0,2,2009,4,4,149500,0,0,0
891,50,3,60.0,8064,1,2,0,1,1,2,0,10,0,4,4,2,5,7,1949,2006,1,2,4,5,1,0.0,1,2,2,2,3,2,5,0,5,0,672,672,5,4,1,5,672,252,0,924,0,0,1,0,3,1,1,6,6,1,0,2,2003.0,1,2,576,3,5,2,0,0,0,0,0,0,0,2,1,2000,7,2007,4,4,122900,0,0,0
892,60,3,70.0,11184,1,2,0,1,1,0,0,6,4,4,4,6,6,5,1978,1978,4,2,8,9,2,92.0,1,3,2,2,3,1,3,226,3,500,192,918,5,3,1,5,918,765,0,1683,0,0,2,1,3,1,1,7,6,1,3,5,1978.0,2,2,440,3,5,2,243,0,0,0,0,0,0,4,3,0,7,2009,4,4,172500,0,0,0
893,20,3,70.0,8414,1,2,0,1,1,0,0,6,4,4,4,5,6,8,1963,2003,4,2,8,9,1,0.0,1,3,2,2,3,1,6,663,5,0,396,1059,5,2,1,5,1068,0,0,1068,0,1,1,0,3,1,1,6,6,0,1,5,1963.0,2,1,264,3,5,2,192,0,0,0,0,0,0,2,3,0,2,2006,4,4,154500,0,0,0
894,20,3,69.0,13284,1,2,0,1,1,0,0,6,7,4,4,5,5,5,1954,1954,1,2,5,10,1,0.0,1,3,5,3,3,2,2,1064,5,0,319,1383,5,2,1,5,1383,0,0,1383,1,0,1,0,3,1,1,6,6,1,4,5,1954.0,1,1,354,3,5,2,511,116,0,0,0,0,0,3,3,0,6,2008,4,4,165000,1,0,0
895,90,3,64.0,7018,1,2,0,0,1,0,0,12,4,4,1,5,5,5,1979,1979,1,2,9,10,1,0.0,1,3,0,0,1,0,0,0,0,0,0,0,5,2,1,5,1535,0,0,1535,0,0,2,0,4,2,1,8,6,0,1,5,1979.0,1,2,400,3,5,2,0,0,0,0,0,0,0,4,3,0,6,2009,4,3,118858,0,0,0
896,60,3,71.0,7056,1,2,0,1,1,0,0,10,4,4,4,6,6,5,1963,1963,4,2,8,9,2,415.0,1,3,2,2,3,1,2,400,5,0,380,780,5,2,1,5,983,813,0,1796,1,0,1,1,4,1,1,8,6,1,3,5,1963.0,2,2,483,3,5,2,0,50,0,0,0,0,0,4,3,0,10,2008,4,4,140000,0,0,0
897,30,1,50.0,8765,1,0,0,1,1,0,0,1,4,4,4,5,4,6,1936,1950,1,2,5,4,1,0.0,1,3,1,2,3,1,4,285,5,0,666,951,5,4,0,5,951,0,0,951,0,0,1,0,2,1,1,6,6,0,1,2,1936.0,1,1,327,3,5,2,0,28,0,0,0,0,0,4,3,0,4,2006,4,1,106500,0,0,0
898,90,3,64.0,7018,1,2,0,1,1,0,0,12,2,4,1,6,5,5,1979,1979,1,2,9,10,1,0.0,1,3,0,0,1,0,0,0,0,0,0,0,5,2,1,5,1120,1120,0,2240,0,0,2,0,6,2,1,12,6,0,1,2,1979.0,1,2,528,3,5,2,154,0,0,0,0,0,0,4,3,0,6,2009,4,3,142953,0,0,0
899,20,3,100.0,12919,1,2,1,1,1,0,0,23,4,4,4,5,9,5,2009,2010,4,2,11,12,4,760.0,3,3,5,4,3,4,6,2188,5,0,142,2330,5,4,1,5,2364,0,0,2364,1,0,2,1,2,1,3,11,6,2,4,5,2009.0,3,3,820,3,5,2,0,67,0,0,0,0,0,4,3,0,3,2010,8,5,611657,0,0,0
900,20,3,65.0,6993,1,2,0,1,1,0,0,6,2,4,4,5,5,7,1961,1994,1,2,8,10,1,0.0,1,3,2,2,3,1,2,465,5,0,447,912,5,2,1,5,1236,0,0,1236,0,0,1,0,3,1,1,6,6,1,3,5,1961.0,1,1,288,3,5,2,0,0,0,0,0,0,0,4,3,0,6,2006,4,4,135000,0,0,0
901,20,3,69.0,7340,1,2,1,1,1,0,0,10,4,4,4,5,4,6,1971,1971,1,2,8,9,1,0.0,1,3,2,2,3,1,4,322,5,0,536,858,5,2,1,5,858,0,0,858,0,0,1,0,2,1,1,4,6,0,1,2,1979.0,1,1,684,3,5,2,0,0,0,0,0,0,0,4,3,0,6,2007,4,4,110000,1,0,0
902,20,3,64.0,8712,1,2,1,1,1,0,0,10,4,4,4,5,5,7,1957,2000,4,2,4,5,1,0.0,1,2,2,2,3,2,2,860,5,0,132,992,5,2,1,5,1306,0,0,1306,1,0,1,0,2,1,1,5,6,0,1,2,1968.0,1,1,756,3,5,2,0,0,0,0,0,0,0,4,3,0,5,2009,4,4,153000,0,0,0
903,60,3,63.0,7875,1,2,0,1,1,0,0,14,4,4,4,6,7,5,2003,2003,1,2,11,12,1,0.0,2,3,5,3,3,1,5,0,5,0,783,783,5,4,1,5,807,702,0,1509,0,0,2,1,3,1,2,8,6,1,4,5,2003.0,3,2,393,3,5,2,0,75,0,0,0,0,0,4,3,0,7,2006,4,4,180000,0,0,0
904,20,3,50.0,14859,1,2,1,3,1,4,0,14,4,4,4,5,7,5,2006,2006,4,2,11,12,2,27.0,2,3,5,3,3,1,5,0,5,0,1670,1670,5,4,1,5,1670,0,0,1670,0,0,2,0,3,1,2,7,6,1,4,5,2006.0,2,3,690,3,5,2,144,60,0,0,0,0,0,4,3,0,8,2006,8,5,240000,0,0,0
905,20,3,69.0,6173,1,2,1,1,1,0,0,6,4,4,4,5,5,6,1967,1967,1,2,8,4,2,75.0,1,3,2,2,3,1,6,599,5,0,277,876,5,2,1,5,902,0,0,902,0,0,1,0,3,1,1,6,6,0,1,5,1967.0,1,1,288,3,5,2,0,0,0,0,0,0,0,2,3,0,8,2007,4,4,125500,1,0,0
